gene,ï..sample,logFC,cell_line,E2_status,hgnc_symbol
7455,Adrenal.3,3.931030023,MCF7,E2,ZAN
7466,Brain.3,2.952636321,ZR751,ED,WFS1
7474,Brain.3,-4.175756794,ZR751,ED,WNT5A
7477,Adrenal.3,-4.456699581,MCF7,E2,WNT7B
7483,Bone.4,4.588369343,MCF7,E2,WNT9A
7486,Bone.3,-4.004558291,MCF7,E2,WRN
7503,Adrenal.2,-7.104128795,MCF7,E2,XIST
7503,Adrenal.3,-3.746227682,MCF7,E2,XIST
7520,Brain.2,-3.828127051,ZR751,ED,XRCC5
7525,Bone.4,-3.867333593,MCF7,E2,YES1
7528,Bone.4,-3.092731495,MCF7,E2,YY1
7531,Bone.2,-3.356439677,MCF7,E2,YWHAE
7534,Brain.2,-4.161430117,ZR751,ED,YWHAZ
7538,Bone.2,2.837418575,MCF7,E2,ZFP36
7569,Brain.3,3.153917495,ZR751,ED,ZNF182
7589,Brain.3,3.657517139,ZR751,ED,ZSCAN21
7593,Bone.3,-3.742283281,MCF7,E2,MZF1
7594,Kidney.1,-3.993482914,MCF7,E2,ZNF43
7675,Kidney.1,-3.565353519,MCF7,E2,ZNF121
7701,Brain.2,3.462966436,ZR751,ED,ZNF142
7706,Bone.4,-3.326914343,MCF7,E2,TRIM25
7706,Bone.3,-3.156037148,MCF7,E2,TRIM25
7707,Bone.4,-3.161067313,MCF7,E2,ZNF148
7743,Bone.3,-3.528002287,MCF7,E2,ZNF189
7753,Bone.4,3.153627104,MCF7,E2,ZNF202
7756,Brain.3,-4.005601205,ZR751,ED,ZNF207
7762,Brain.1,2.749591372,ZR751,ED,ZNF215
7764,Bone.2,-3.107797096,MCF7,E2,ZNF217
7764,Bone.5,-4.082610783,MCF7,ED,ZNF217
7771,Brain.1,3.463315672,ZR751,ED,ZNF112
7803,Brain.2,-3.828127051,ZR751,ED,PTP4A1
7812,Bone.5,-4.836954737,MCF7,ED,CSDE1
7841,Brain.3,3.173694141,ZR751,ED,MOGS
7846,Brain.2,3.028495442,ZR751,ED,TUBA1A
7851,Bone.3,3.187529211,MCF7,E2,MALL
7851,Bone.4,3.591165279,MCF7,E2,MALL
7852,Brain.4,3.204232977,MCF7,E2,CXCR4
7874,Bone.2,-3.53952353,MCF7,E2,USP7
7881,Bone.3,3.969476838,MCF7,E2,KCNAB1
7905,Brain.2,-2.968494422,ZR751,ED,REEP5
7916,Bone.4,-4.614101374,MCF7,E2,PRRC2A
7916,Bone.2,-5.705670364,MCF7,E2,PRRC2A
7917,Bone.6,2.667643676,ZR751,ED,BAG6
7980,Brain.4,3.115333391,MCF7,E2,TFPI2
7991,Bone.3,-3.909240743,MCF7,E2,TUSC3
8001,Brain.4,3.126192226,MCF7,E2,GLRA3
8001,Adrenal.2,-2.950479875,MCF7,E2,GLRA3
8001,Adrenal.3,-2.736778672,MCF7,E2,GLRA3
8031,Brain.1,-3.600860529,ZR751,ED,NCOA4
8034,Bone.2,3.809066686,MCF7,E2,SLC25A16
8082,Brain.3,-2.848504029,ZR751,ED,SSPN
8110,Bone.1,3.659895584,MCF7,E2,DPF3
8110,Adrenal.2,3.33471935,MCF7,E2,DPF3
8110,Adrenal.3,3.953772301,MCF7,E2,DPF3
8111,Bone.6,-3.214464744,ZR751,ED,GPR68
8125,Bone.3,-2.67527838,MCF7,E2,ANP32A
8140,Brain.3,2.620423204,ZR751,ED,SLC7A5
8148,Brain.2,-4.09034381,ZR751,ED,TAF15
8165,Bone.4,-4.06455247,MCF7,E2,AKAP1
8202,Bone.5,-3.635865651,MCF7,ED,NCOA3
8227,Bone.2,3.039332427,MCF7,E2,AKAP17A
8228,Bone.5,4.764399602,MCF7,ED,PNPLA4
8228,Bone.3,2.758125885,MCF7,E2,PNPLA4
8233,Bone.2,2.638768041,MCF7,E2,ZRSR2
8289,Bone.2,-3.444707963,MCF7,E2,ARID1A
8292,Bone.3,3.044489416,MCF7,E2,COLQ
8314,Brain.1,-3.896257601,ZR751,ED,BAP1
8315,Bone.3,-3.349131361,MCF7,E2,BRAP
8334,Brain.3,3.503203918,ZR751,ED,H2AC6
8335,Bone.3,-3.785868677,MCF7,E2,H2AC4
8335,Bone.5,4.197730404,MCF7,ED,H2AC4
8338,Bone.2,-3.867247613,MCF7,E2,H2AC20
8341,Bone.5,4.83990787,MCF7,ED,H2BC15
8346,Bone.3,-3.705650258,MCF7,E2,H2BC10
8348,Bone.5,4.758931611,MCF7,ED,H2BC17
8349,Bone.4,-2.887231668,MCF7,E2,H2BC21
8353,Brain.3,2.975008844,ZR751,ED,H3C6
8359,Brain.3,4.085970641,ZR751,ED,H4C1
8382,Brain.3,3.353791605,ZR751,ED,NME5
8395,Kidney.1,3.361887701,MCF7,E2,PIP5K1B
8399,Bone.3,3.401904834,MCF7,E2,PLA2G10
8404,Bone.4,5.036442572,MCF7,E2,SPARCL1
8404,Kidney.1,3.023226456,MCF7,E2,SPARCL1
8405,Bone.3,-3.196264761,MCF7,E2,SPOP
8405,Kidney.1,-3.292804366,MCF7,E2,SPOP
8412,Kidney.1,3.678290671,MCF7,E2,BCAR3
8449,Bone.6,2.571017043,ZR751,ED,DHX16
8455,Brain.3,-3.36273862,ZR751,ED,ATRN
8464,Brain.3,3.31554294,ZR751,ED,SUPT3H
8470,Bone.6,-2.880417164,ZR751,ED,SORBS2
8476,Brain.2,-3.673972997,ZR751,ED,CDC42BPA
8480,Bone.4,-3.606721375,MCF7,E2,RAE1
8491,Brain.1,-3.553253166,ZR751,ED,MAP4K3
8495,Bone.4,3.881044116,MCF7,E2,PPFIBP2
8496,Bone.2,2.827910557,MCF7,E2,PPFIBP1
8497,Bone.6,-3.168826061,ZR751,ED,PPFIA4
8500,Bone.4,-3.382049921,MCF7,E2,PPFIA1
8514,Adrenal.3,3.196722034,MCF7,E2,KCNAB2
8515,Adrenal.3,3.936940303,MCF7,E2,ITGA10
8518,Bone.3,-2.834635177,MCF7,E2,ELP1
8519,Brain.4,-3.599598024,MCF7,E2,IFITM1
8526,Brain.2,2.984063742,ZR751,ED,DGKE
8541,Bone.3,-3.650951475,MCF7,E2,PPFIA3
8552,Bone.2,4.541640819,MCF7,E2,INE1
8556,Adrenal.3,3.994228376,MCF7,E2,CDC14A
8556,Adrenal.1,3.96604063,MCF7,E2,CDC14A
8564,Brain.4,2.856556387,MCF7,E2,KMO
8566,Brain.3,-3.356726376,ZR751,ED,PDXK
8566,Brain.1,-4.48684681,ZR751,ED,PDXK
8575,Bone.2,3.416911723,MCF7,E2,PRKRA
8604,Bone.3,2.592637308,MCF7,E2,SLC25A12
8605,Bone.4,5.285854067,MCF7,E2,PLA2G4C
8611,Bone.4,3.321629489,MCF7,E2,PLPP1
8614,Bone.4,-3.86190455,MCF7,E2,STC2
8618,Adrenal.2,3.672032429,MCF7,E2,CADPS
8625,Bone.1,-3.545400752,MCF7,E2,RFXANK
8632,Bone.1,3.859584814,MCF7,E2,DNAH17
8632,Bone.4,4.592799629,MCF7,E2,DNAH17
8644,Bone.2,4.490961663,MCF7,E2,AKR1C3
8644,Bone.3,3.728208157,MCF7,E2,AKR1C3
8666,Bone.3,-4.2405421,MCF7,E2,EIF3G
8669,Brain.3,-3.368725912,ZR751,ED,EIF3J
8669,Bone.3,-3.297862901,MCF7,E2,EIF3J
8692,Bone.2,3.433252298,MCF7,E2,HYAL2
8701,Adrenal.3,2.953813109,MCF7,E2,DNAH11
8702,Bone.4,2.916224703,MCF7,E2,B4GALT4
8707,Bone.4,3.365734815,MCF7,E2,B3GALT2
8711,Brain.2,4.621383893,ZR751,ED,TNK1
8741,Brain.2,6.044921568,ZR751,ED,TNFSF13
8771,Brain.3,4.081093316,ZR751,ED,TNFRSF6B
8777,Bone.3,-5.002658051,MCF7,E2,MPDZ
8777,Brain.1,-2.871961587,ZR751,ED,MPDZ
8780,Brain.1,-3.797557877,ZR751,ED,RIOK3
8790,Bone.2,4.650671998,MCF7,E2,FPGT
8805,Bone.3,-3.028887393,MCF7,E2,TRIM24
8820,Bone.4,4.286803652,MCF7,E2,HESX1
8825,Bone.4,2.786260162,MCF7,E2,LIN7A
8826,Bone.2,-3.763786238,MCF7,E2,IQGAP1
8826,Brain.2,-5.362953702,ZR751,ED,IQGAP1
8846,Bone.2,3.740263169,MCF7,E2,ALKBH1
8847,Bone.4,3.426734126,MCF7,E2,DLEU2
8863,Brain.1,-3.18150063,ZR751,ED,PER3
8864,Brain.3,-3.183171982,ZR751,ED,PER2
8867,Bone.3,3.237895985,MCF7,E2,SYNJ1
8869,Brain.1,3.376833675,ZR751,ED,ST3GAL5
8869,Bone.3,4.197054789,MCF7,E2,ST3GAL5
8871,Bone.3,-4.1282342,MCF7,E2,SYNJ2
8877,Bone.4,3.243257209,MCF7,E2,SPHK1
8878,Bone.4,-4.209454618,MCF7,E2,SQSTM1
8878,Bone.4,-4.209454618,MCF7,E2,
8895,Brain.3,-3.282602459,ZR751,ED,CPNE3
8896,Brain.2,4.112597156,ZR751,ED,BUD31
8897,Brain.1,-3.607016238,ZR751,ED,MTMR3
8897,Bone.2,2.874642206,MCF7,E2,MTMR3
8930,Bone.3,-2.802398283,MCF7,E2,MBD4
8940,Brain.1,-3.686099191,ZR751,ED,TOP3B
8942,Adrenal.3,-3.332491247,MCF7,E2,KYNU
8969,Bone.3,-3.38968459,MCF7,E2,H2AC11
8971,Brain.3,-3.466882774,ZR751,ED,H1-10
8976,Brain.2,-4.066826957,ZR751,ED,WASL
8997,Bone.2,3.72643443,MCF7,E2,KALRN
8997,Bone.6,-2.918751452,ZR751,ED,KALRN
8997,Adrenal.3,2.639585213,MCF7,E2,KALRN
9001,Brain.1,4.630021803,ZR751,ED,HAP1
9024,Bone.2,6.04929816,MCF7,E2,BRSK2
9026,Brain.3,-3.292178754,ZR751,ED,HIP1R
9053,Bone.4,-3.899485688,MCF7,E2,MAP7
9057,Brain.2,-3.050861349,ZR751,ED,SLC7A6
9060,Brain.1,2.975528221,ZR751,ED,PAPSS2
9076,Brain.3,3.03273947,ZR751,ED,CLDN1
9080,Adrenal.3,-3.566745591,MCF7,E2,CLDN9
9097,Brain.2,-3.435671626,ZR751,ED,USP14
9108,Bone.4,3.404372208,MCF7,E2,MTMR7
9110,Brain.2,-3.446719951,ZR751,ED,MTMR4
9110,Brain.3,-4.098600167,ZR751,ED,MTMR4
9124,Brain.1,3.032760368,ZR751,ED,PDLIM1
9147,Brain.3,-3.243648678,ZR751,ED,NEMF
9148,Bone.4,5.789287468,MCF7,E2,NEURL1
9154,Adrenal.3,3.224608753,MCF7,E2,SLC28A1
9166,Brain.1,-3.70255883,ZR751,ED,EBAG9
9201,Adrenal.1,-3.368539974,MCF7,E2,DCLK1
9201,Bone.6,-3.360100439,ZR751,ED,DCLK1
9219,Bone.4,-3.449107823,MCF7,E2,MTA2
9227,Brain.2,4.142255205,ZR751,ED,LRAT
9238,Brain.2,4.024410392,ZR751,ED,TBRG4
9247,Kidney.1,4.273723553,MCF7,E2,GCM2
9249,Adrenal.3,-3.945743501,MCF7,E2,DHRS3
9252,Bone.2,3.298058845,MCF7,E2,RPS6KA5
9265,Brain.2,2.834179789,ZR751,ED,CYTH3
9276,Brain.2,-4.143142191,ZR751,ED,COPB2
9282,Brain.1,-3.799783062,ZR751,ED,MED14
9283,Adrenal.2,2.458409617,MCF7,E2,GPR37L1
9302,Adrenal.3,-2.579155872,MCF7,E2,SNORD26
9314,Brain.3,3.645613879,ZR751,ED,KLF4
9315,Adrenal.1,-2.837445786,MCF7,E2,NREP
9318,Kidney.1,-3.232775212,MCF7,E2,COPS2
9321,Bone.4,-3.702001557,MCF7,E2,TRIP11
9344,Bone.4,-3.959176856,MCF7,E2,TAOK2
9369,Bone.6,-3.605563679,ZR751,ED,NRXN3
9383,Bone.1,2.541566745,MCF7,E2,TSIX
9383,Adrenal.2,-2.618096166,MCF7,E2,TSIX
9383,Brain.4,-3.676357816,MCF7,E2,TSIX
9383,Bone.6,-4.401887322,ZR751,ED,TSIX
9398,Bone.6,-2.833053525,ZR751,ED,CD101
9415,Bone.3,3.14852404,MCF7,E2,FADS2
9444,Brain.1,-3.787306114,ZR751,ED,QKI
9448,Bone.4,-4.101877272,MCF7,E2,MAP4K4
9453,Brain.1,-3.424326551,ZR751,ED,GGPS1
9475,Brain.3,-4.024686777,ZR751,ED,ROCK2
9479,Bone.4,3.658534246,MCF7,E2,MAPK8IP1
9480,Brain.1,-3.553253166,ZR751,ED,ONECUT2
9496,Adrenal.2,3.826532441,MCF7,E2,TBX4
9496,Adrenal.3,4.889298852,MCF7,E2,TBX4
9501,Bone.4,3.806755744,MCF7,E2,RPH3AL
9517,Brain.2,-3.602554265,ZR751,ED,SPTLC2
9526,Brain.3,4.656957671,ZR751,ED,MPDU1
9529,Bone.4,-3.713062948,MCF7,E2,BAG5
9534,Bone.4,-3.74290421,MCF7,E2,ZNF254
9542,Adrenal.3,3.331058823,MCF7,E2,NRG2
9543,Bone.4,4.539560079,MCF7,E2,IGDCC3
9556,Bone.2,2.920909726,MCF7,E2,ATP5MPL
9592,Bone.3,-3.283067199,MCF7,E2,IER2
9619,Brain.1,-3.108427761,ZR751,ED,ABCG1
9620,Bone.3,-3.225877311,MCF7,E2,CELSR1
9627,Bone.2,4.701852036,MCF7,E2,SNCAIP
9643,Bone.2,-3.619836334,MCF7,E2,MORF4L2
9643,Bone.4,-3.165344378,MCF7,E2,MORF4L2
9648,Bone.4,-3.172501617,MCF7,E2,GCC2
9658,Brain.1,3.733726661,ZR751,ED,ZNF516
9659,Bone.4,-3.564029683,MCF7,E2,PDE4DIP
9669,Bone.2,-3.679350391,MCF7,E2,EIF5B
9670,Bone.3,2.868347592,MCF7,E2,IPO13
9673,Brain.1,-3.157551904,ZR751,ED,SLC25A44
9675,Bone.1,-3.226093018,MCF7,E2,TTI1
9684,Brain.1,-3.465962084,ZR751,ED,LRRC14
9685,Brain.3,-4.196102577,ZR751,ED,CLINT1
9690,Brain.3,-4.151651621,ZR751,ED,UBE3C
9693,Brain.1,-3.133198908,ZR751,ED,RAPGEF2
9702,Bone.4,2.820938759,MCF7,E2,CEP57
9716,Brain.1,-3.116019958,ZR751,ED,AQR
9725,Brain.1,-3.184814888,ZR751,ED,TMEM63A
9738,Brain.3,-3.444380629,ZR751,ED,CCP110
9742,Brain.3,-3.374688459,ZR751,ED,IFT140
9752,Bone.4,3.731476014,MCF7,E2,PCDHA9
9759,Brain.3,2.767202096,ZR751,ED,HDAC4
9770,Kidney.1,4.205907505,MCF7,E2,RASSF2
9780,Brain.2,2.901681556,ZR751,ED,PIEZO1
9782,Brain.2,-3.831952723,ZR751,ED,MATR3
9782,Brain.2,-3.831952723,ZR751,ED,
9786,Bone.3,-2.965952751,MCF7,E2,KIAA0586
9798,Bone.3,-3.16554249,MCF7,E2,IST1
9810,Bone.4,-3.006212157,MCF7,E2,RNF40
9824,Brain.3,-3.900387739,ZR751,ED,ARHGAP11A
9830,Bone.4,-3.558334787,MCF7,E2,TRIM14
9830,Bone.3,-5.524033399,MCF7,E2,TRIM14
9831,Kidney.1,-4.14199582,MCF7,E2,ZNF623
9833,Brain.1,-3.877050466,ZR751,ED,MELK
9841,Brain.1,-3.669449595,ZR751,ED,ZBTB24
9844,Bone.6,-3.879683421,ZR751,ED,ELMO1
9846,Brain.4,2.883433867,MCF7,E2,GAB2
9846,Adrenal.1,2.789351827,MCF7,E2,GAB2
9866,Bone.3,-5.294336177,MCF7,E2,TRIM66
9882,Brain.3,-4.337134286,ZR751,ED,TBC1D4
9885,Brain.3,-4.746465689,ZR751,ED,OSBPL2
9886,Bone.3,2.586446837,MCF7,E2,RHOBTB1
9894,Brain.3,2.815597964,ZR751,ED,TELO2
9897,Brain.3,-3.398295234,ZR751,ED,WASHC5
9898,Brain.2,-4.964103965,ZR751,ED,UBAP2L
9899,Adrenal.3,3.030449838,MCF7,E2,SV2B
9900,Adrenal.3,4.106144318,MCF7,E2,SV2A
9902,Bone.1,-3.02905895,MCF7,E2,MRC2
9904,Brain.3,-3.564012558,ZR751,ED,RBM19
9917,Brain.2,-3.400732846,ZR751,ED,FAM20B
9926,Brain.3,-2.800141744,ZR751,ED,LPGAT1
9927,Brain.3,-3.889630742,ZR751,ED,MFN2
9939,Bone.2,-3.139666906,MCF7,E2,RBM8A
9950,Bone.4,-3.456330817,MCF7,E2,GOLGA5
9991,Bone.2,-4.301705489,MCF7,E2,PTBP3
10002,Adrenal.1,3.646861382,MCF7,E2,NR2E3
10015,Brain.2,-4.351147359,ZR751,ED,PDCD6IP
10016,Brain.1,-4.876226193,ZR751,ED,PDCD6
10023,Bone.3,3.54957475,MCF7,E2,FRAT1
10040,Bone.3,-3.691086976,MCF7,E2,TOM1L1
10051,Bone.2,-3.272607445,MCF7,E2,SMC4
10053,Bone.3,-2.798330988,MCF7,E2,AP1M2
10056,Bone.3,-3.748478295,MCF7,E2,FARSB
10057,Bone.1,-3.052128936,MCF7,E2,ABCC5
10062,Brain.3,3.268993843,ZR751,ED,NR1H3
10071,Adrenal.3,4.524711703,MCF7,E2,MUC12
10071,Bone.1,3.170257284,MCF7,E2,MUC12
10071,Adrenal.2,4.360540105,MCF7,E2,MUC12
10071,Bone.6,-5.068736656,ZR751,ED,MUC12
10079,Bone.2,-5.525187293,MCF7,E2,ATP9A
10084,Bone.1,-4.246495627,MCF7,E2,PQBP1
10092,Brain.3,-3.057784539,ZR751,ED,ARPC5
10092,Bone.3,-4.409403797,MCF7,E2,ARPC5
10097,Bone.2,-3.532953807,MCF7,E2,ACTR2
10100,Brain.4,3.196704727,MCF7,E2,TSPAN2
10102,Bone.3,-3.889397537,MCF7,E2,TSFM
10106,Brain.3,-2.816310122,ZR751,ED,CTDSP2
10109,Bone.4,-3.5936792,MCF7,E2,ARPC2
10114,Brain.3,-3.083749012,ZR751,ED,HIPK3
10120,Brain.1,2.774016077,ZR751,ED,ACTR1B
10125,Brain.4,-5.158877978,MCF7,E2,RASGRP1
10125,Adrenal.3,-4.236892246,MCF7,E2,RASGRP1
10125,Adrenal.2,-2.833269871,MCF7,E2,RASGRP1
10125,Adrenal.1,-4.208528695,MCF7,E2,RASGRP1
10127,Bone.3,-2.909109841,MCF7,E2,ZNF263
10129,Bone.3,2.942203931,MCF7,E2,FRY
10142,Brain.2,-3.699410966,ZR751,ED,AKAP9
10142,Bone.5,-3.8143071,MCF7,ED,AKAP9
10150,Bone.3,-3.449452555,MCF7,E2,MBNL2
10150,Brain.3,-3.740613396,ZR751,ED,MBNL2
10150,Adrenal.3,-3.924454208,MCF7,E2,MBNL2
10163,Brain.3,-3.490990803,ZR751,ED,WASF2
10163,Bone.4,-3.946408966,MCF7,E2,WASF2
10164,Adrenal.1,2.902455539,MCF7,E2,CHST4
10165,Bone.3,-3.967183529,MCF7,E2,SLC25A13
10172,Bone.4,3.065325693,MCF7,E2,ZNF256
10179,Bone.1,-3.681188389,MCF7,E2,RBM7
10193,Brain.1,-3.61252089,ZR751,ED,RNF41
10202,Bone.4,4.480527173,MCF7,E2,DHRS2
10202,Bone.1,4.977532077,MCF7,E2,DHRS2
10202,Adrenal.2,4.705338139,MCF7,E2,DHRS2
10202,Brain.4,5.761859156,MCF7,E2,DHRS2
10205,Brain.2,2.89940746,ZR751,ED,MPZL2
10205,Brain.4,-2.599137054,MCF7,E2,MPZL2
10205,Adrenal.3,-3.087958974,MCF7,E2,MPZL2
10206,Kidney.1,-4.35510126,MCF7,E2,TRIM13
10209,Brain.3,-3.521648926,ZR751,ED,EIF1
10209,Bone.4,-3.707019905,MCF7,E2,EIF1
10211,Bone.6,2.830773766,ZR751,ED,FLOT1
10216,Bone.2,3.816674523,MCF7,E2,PRG4
10218,Bone.4,6.175967419,MCF7,E2,ANGPTL7
10230,Bone.2,3.545436448,MCF7,E2,NBR2
10233,Kidney.1,3.075418912,MCF7,E2,LRRC23
10236,Brain.2,-3.887248763,ZR751,ED,HNRNPR
10241,Bone.4,-3.152140734,MCF7,E2,CALCOCO2
10244,Brain.4,-2.605055142,MCF7,E2,RABEPK
10248,Bone.4,2.67810439,MCF7,E2,POP7
10272,Brain.4,-2.832890513,MCF7,E2,FSTL3
10273,Brain.3,-3.888175917,ZR751,ED,STUB1
10295,Brain.2,2.739189872,ZR751,ED,BCKDK
10297,Brain.2,3.285429708,ZR751,ED,APC2
10309,Kidney.1,3.122452916,MCF7,E2,CCNO
10309,Brain.3,3.254879535,ZR751,ED,CCNO
10317,Adrenal.2,3.086641525,MCF7,E2,B3GALT5
10317,Brain.4,3.854058782,MCF7,E2,B3GALT5
10324,Brain.1,2.996356951,ZR751,ED,KLHL41
10336,Brain.2,-3.933987075,ZR751,ED,PCGF3
10349,Bone.2,3.831443738,MCF7,E2,ABCA10
10349,Bone.4,3.412919047,MCF7,E2,ABCA10
10350,Adrenal.3,4.013270495,MCF7,E2,ABCA9
10365,Brain.1,-3.717541483,ZR751,ED,KLF2
10370,Bone.3,-3.303904887,MCF7,E2,CITED2
10371,Bone.3,4.301302145,MCF7,E2,SEMA3A
10371,Kidney.1,-4.015069734,MCF7,E2,SEMA3A
10376,Bone.2,-2.992741975,MCF7,E2,TUBA1B
10392,Brain.2,4.944774607,ZR751,ED,NOD1
10397,Brain.4,2.793596777,MCF7,E2,NDRG1
10398,Bone.4,3.268336057,MCF7,E2,MYL9
10399,Bone.2,-2.828583545,MCF7,E2,RACK1
10406,Bone.5,4.66438648,MCF7,ED,WFDC2
10409,Adrenal.3,-2.778518907,MCF7,E2,BASP1
10409,Brain.4,5.072724129,MCF7,E2,BASP1
10410,Bone.3,-4.401052567,MCF7,E2,IFITM3
10437,Brain.2,3.035644405,ZR751,ED,IFI30
10438,Brain.1,2.784972518,ZR751,ED,C1D
10439,Bone.4,3.089989003,MCF7,E2,OLFM1
10451,Bone.4,-2.811399822,MCF7,E2,VAV3
10454,Brain.1,2.871758672,ZR751,ED,TAB1
10512,Bone.2,-3.122688563,MCF7,E2,SEMA3C
10513,Bone.5,-3.636963682,MCF7,ED,APPBP2
10528,Brain.3,-4.544542627,ZR751,ED,NOP56
10529,Kidney.1,-3.773856954,MCF7,E2,NEBL
10538,Adrenal.1,3.075344889,MCF7,E2,BATF
10551,Brain.1,-5.950826899,ZR751,ED,AGR2
10551,Brain.3,-5.351627042,ZR751,ED,AGR2
10560,Bone.3,-3.035364863,MCF7,E2,SLC19A2
10561,Adrenal.3,-4.153188846,MCF7,E2,IFI44
10561,Adrenal.1,-2.785693835,MCF7,E2,IFI44
10561,Brain.4,-5.173324563,MCF7,E2,IFI44
10562,Adrenal.2,4.690665395,MCF7,E2,OLFM4
10566,Bone.6,-3.421846314,ZR751,ED,AKAP3
10595,Bone.3,6.259399952,MCF7,E2,ERN2
10598,Bone.4,-3.789402381,MCF7,E2,AHSA1
10600,Brain.1,-3.504021044,ZR751,ED,USP16
10609,Bone.4,4.445077489,MCF7,E2,P3H4
10611,Kidney.1,-2.997179591,MCF7,E2,PDLIM5
10614,Bone.3,-3.748478295,MCF7,E2,HEXIM1
10615,Brain.3,-4.577060947,ZR751,ED,SPAG5
10622,Bone.4,3.599076314,MCF7,E2,POLR3G
10627,Bone.2,-3.991241881,MCF7,E2,MYL12A
10629,Bone.3,2.791625437,MCF7,E2,TAF6L
10632,Bone.4,-3.629265268,MCF7,E2,ATP5MG
10643,Brain.2,3.808646849,ZR751,ED,IGF2BP3
10651,Bone.4,3.227589598,MCF7,E2,MTX2
10657,Brain.3,-3.148445049,ZR751,ED,KHDRBS1
10663,Bone.1,3.103350815,MCF7,E2,CXCR6
10668,Bone.4,4.738989882,MCF7,E2,CGRRF1
10671,Bone.2,3.580427469,MCF7,E2,DCTN6
10690,Kidney.1,-3.687922741,MCF7,E2,FUT9
10690,Brain.4,-3.330521133,MCF7,E2,FUT9
10720,Adrenal.2,3.163116849,MCF7,E2,UGT2B11
10732,Brain.1,-3.491445952,ZR751,ED,TCFL5
10734,Brain.3,3.955349763,ZR751,ED,STAG3
10765,Brain.2,-4.048142628,ZR751,ED,KDM5B
10785,Bone.3,-3.20896261,MCF7,E2,WDR4
10788,Brain.1,3.015881558,ZR751,ED,IQGAP2
10810,Bone.2,3.660634572,MCF7,E2,WASF3
10818,Bone.4,-3.519760274,MCF7,E2,FRS2
10848,Bone.3,-3.319138454,MCF7,E2,PPP1R13L
10867,Brain.3,-3.864427243,ZR751,ED,TSPAN9
10873,Bone.1,3.157696546,MCF7,E2,ME3
10874,Bone.2,4.753496878,MCF7,E2,NMU
10891,Adrenal.3,3.278815375,MCF7,E2,PPARGC1A
10905,Brain.2,-5.153020816,ZR751,ED,MAN1A2
10919,Bone.6,2.949573482,ZR751,ED,EHMT2
10920,Bone.4,2.663653346,MCF7,E2,COPS8
10938,Bone.3,-3.502103158,MCF7,E2,EHD1
10951,Bone.4,-3.199034104,MCF7,E2,CBX1
10951,Brain.3,-4.105787426,ZR751,ED,CBX1
10953,Bone.2,3.255624098,MCF7,E2,TOMM34
10955,Brain.3,-3.307999329,ZR751,ED,SERINC3
10956,Brain.2,-4.718075869,ZR751,ED,OS9
10964,Adrenal.3,-3.541626683,MCF7,E2,IFI44L
10964,Adrenal.1,-3.981802553,MCF7,E2,IFI44L
10971,Bone.2,-3.485645879,MCF7,E2,YWHAQ
10972,Bone.2,-4.118140346,MCF7,E2,TMED10
10978,Brain.1,3.279392363,ZR751,ED,CLP1
10979,Bone.3,-3.173932591,MCF7,E2,FERMT2
10992,Bone.2,-3.026629209,MCF7,E2,SF3B2
11012,Bone.3,2.544853788,MCF7,E2,KLK11
11012,Adrenal.1,3.873895984,MCF7,E2,KLK11
11016,Brain.1,-5.480060299,ZR751,ED,ATF7
11019,Bone.2,5.91520568,MCF7,E2,LIAS
11022,Brain.3,-3.344626198,ZR751,ED,TDRKH
11031,Bone.3,-3.197615611,MCF7,E2,RAB31
11034,Brain.2,-2.730847271,ZR751,ED,DSTN
11070,Bone.2,3.226011314,MCF7,E2,TMEM115
11080,Bone.3,3.501240529,MCF7,E2,DNAJB4
11083,Bone.2,-3.269441017,MCF7,E2,DIDO1
11091,Bone.4,-3.441848485,MCF7,E2,WDR5
11098,Bone.2,-3.776667582,MCF7,E2,PRSS23
11099,Bone.4,2.924377624,MCF7,E2,PTPN21
11101,Bone.3,-3.869277592,MCF7,E2,ATE1
11113,Bone.4,-3.389019258,MCF7,E2,CIT
11120,Brain.3,2.613823563,ZR751,ED,BTN2A1
11122,Adrenal.3,3.551054115,MCF7,E2,PTPRT
11137,Bone.3,-2.942520701,MCF7,E2,PWP1
11144,Brain.3,4.830359129,ZR751,ED,DMC1
11145,Bone.4,2.873018897,MCF7,E2,PLAAT3
11155,Brain.1,3.13094484,ZR751,ED,LDB3
11160,Brain.2,-4.299611229,ZR751,ED,ERLIN2
11163,Bone.4,-3.343209624,MCF7,E2,NUDT4
11172,Bone.1,3.096353113,MCF7,E2,INSL6
11191,Brain.1,2.798932019,ZR751,ED,PTENP1
11201,Brain.3,-3.731349281,ZR751,ED,POLI
11212,Bone.2,2.919720268,MCF7,E2,PLPBP
11214,Bone.2,-3.658979598,MCF7,E2,AKAP13
11226,Brain.2,-4.46178688,ZR751,ED,GALNT6
11227,Bone.3,3.615159692,MCF7,E2,GALNT5
11228,Kidney.1,-4.329437365,MCF7,E2,RASSF8
11244,Bone.3,-2.806784554,MCF7,E2,ZHX1
11254,Bone.4,-2.9392429,MCF7,E2,SLC6A14
11254,Adrenal.3,-3.434102041,MCF7,E2,SLC6A14
11264,Brain.1,2.482270954,ZR751,ED,PXMP4
11273,Bone.4,-4.529254981,MCF7,E2,ATXN2L
11273,Brain.2,-4.047199027,ZR751,ED,ATXN2L
11315,Brain.3,-3.889630742,ZR751,ED,PARK7
